new_filename,category,explanation
1956-01-18_166873052_1_page0.txt,other,
1956-01-19_166874249_1_page0.txt,other,
1956-01-04_166874618_1_page0.txt,other,
1956-01-10_166876075_1_page0.txt,other,
1956-01-31_166876244_1_page0.txt,other,
1956-02-10_166881514_1_page0.txt,other,
1956-01-27_166884915_1_page0.txt,voter_turnout,12 mentions of efforts to get people to vote and registration statistics
1956-02-02_166888107_1_page0.txt,other,
1956-03-01_166888260_1_page0.txt,other,
1956-03-15_166889978_1_page0.txt,voter_turnout,3 mentions of efforts to get people to vote in elections
